province,city,name,address
北京市,北京市,星巴克咖啡(瑞士公寓店),工人体育场北路66号瑞士广场E座1层103、2层202
北京市,北京市,星巴克咖啡(燕莎奥特莱斯C座),东四环南路9号北京燕莎奥特莱斯购物中心C座1层1018号
北京市,北京市,星巴克咖啡(北京英蓝国际店),金融大街7号英蓝国际金融中心1层F111-F112单元
北京市,北京市,星巴克咖啡(3号航站楼E区),首都国际机场中心广场东侧3号航站楼E区2层
北京市,北京市,星巴克咖啡(汇欣大厦店),[]
北京市,北京市,星巴克咖啡(北京威新国际大厦店),中关村东路1号清华科技园搜狐大厦1层
北京市,北京市,星巴克咖啡(槐房西路店),南苑西路39号槐房万达广场1层1083号
北京市,北京市,星巴克咖啡(北京嘉盛SOHO中心店),东三环北路甲19号嘉盛中心1层
北京市,北京市,星巴克咖啡(望京店),广顺南大街16号1号楼北京新世界利莹百货首层010760A
北京市,北京市,星巴克咖啡(大族广场二店),亦庄荣华南路大族广场T2三层
北京市,北京市,星巴克咖啡(威斯汀店),东三环北路7号威斯汀酒店1层
北京市,北京市,星巴克咖啡(国贸三期店),西大望路1号温特莱写字楼B座17层
北京市,北京市,星巴克咖啡(昌平悦荟万科店),南环路悦荟万科广场1层
北京市,北京市,星巴克咖啡(三里屯SOHO店),工人体育场北路8号三里屯SOHOF1
北京市,北京市,星巴克咖啡(国门智慧城店),山姆会员店北侧
北京市,北京市,星巴克咖啡(北京安贞环贸1店),北三环东路36号环球贸易中心2号楼C座-5单元
北京市,北京市,星巴克咖啡(科技财富中心店),学清路8号科技财富中心A座1层A101B号
北京市,北京市,星巴克咖啡(2号航站楼),首都机场路2号航站楼F2层
北京市,北京市,星巴克咖啡(北京中关村亿世界店),中关村大街11号中关村e世界A座1楼(近海淀东一街)
北京市,北京市,星巴克咖啡(颐堤港店),酒仙桥路18号颐堤港商场地下一层LG36-38商铺
北京市,北京市,星巴克咖啡(北京财富中心三店),东三环中路5号楼财富金融中心B1层
北京市,北京市,星巴克咖啡(闵庄店),玉泉村北坞嘉园玉泉商业中心
北京市,北京市,星巴克咖啡(机场9店),首都机场路1号T3航站楼国际隔离区E23登记口
北京市,北京市,星巴克咖啡(星光影视店),北兴路2号1幢星光影视园A座
北京市,北京市,星巴克咖啡(3号航站楼E区),首都国际机场中心广场东侧3号航站楼E区F2层
北京市,北京市,星巴克咖啡(北京首都国际机场八店),首都机场T3航站楼D区2层
北京市,北京市,星巴克咖啡(北京富力家园店),东三环中路63号富力大厦101室
北京市,北京市,星巴克咖啡(机场五店),首都机场3号航站楼到达大厅2层
北京市,北京市,星巴克外交办公大楼店(臻选店),亮马桥外交办公大楼1层(地铁10号线亮马桥站B口)
北京市,北京市,星巴克集成电路店,北清路85附近
北京市,北京市,STARBUCKS COFFEE,方庄路璞瑅公寓紫芳园四区3号楼1层7号
北京市,北京市,STARBUCKS COFFE,九棵树西路48号life新生活广场F3
北京市,北京市,STARBUCKS COFFE餐饮区(北京国贸商城北区西段),建国门外大街1号北京国贸商城L2层
北京市,北京市,星巴克(北四环东路店)(装修中),北四环东路73号远洋未来广场1层31单元
北京市,北京市,星巴克(三里河东路店)(装修中),复兴门大街15号长安商场F1层
北京市,北京市,星巴克咖啡(朝阳银泰店)(装修中),建国门外大街2号北京银泰中心B1层B38-B39
北京市,北京市,星巴克咖啡(北京安贞环贸2店)(装修中),北三环东路36号环球贸易中心A座1层01单元
北京市,北京市,星巴克咖啡(北京阜通东大街二店)(建设中),阜安西路望京SOHO中心T2
北京市,北京市,星巴克咖啡(北京广渠门名敦道店)(装修中),广渠家园3号楼1层(近首东国际)
天津市,天津市,星巴克咖啡(广东路店),广东路60号
天津市,天津市,星巴克(津汇广场2店),南京路189号津汇广场2号写字楼大堂一层01-01单元
天津市,天津市,星巴克(鲁能中心1店),[]
天津市,天津市,星巴克(陆家嘴购物中心店),大丰路25-29号陆家嘴1F-L108
天津市,天津市,星巴克(中北新城市广场店),中北镇万卉路新城市中心1层
天津市,天津市,星巴克(滨海泰达店),时尚西路18号泰达时尚1层A107单元
天津市,天津市,星巴克(洞庭路中冶和悦汇店),黑牛城道与内江北路交口西北侧号七贤南里D块地第1层130-131单元
